id	country	sampling date d/m/Y
EPI_ISL_422304	United Kingdom	24/03/2020
EPI_ISL_422305	United Kingdom	27/03/2020
EPI_ISL_422306	United Kingdom	27/03/2020
EPI_ISL_422307	United Kingdom	25/03/2020
EPI_ISL_422308	United Kingdom	29/03/2020
EPI_ISL_422309	United Kingdom	26/03/2020
EPI_ISL_422310	United Kingdom	25/03/2020
EPI_ISL_422311	United Kingdom	27/03/2020
EPI_ISL_422312	United Kingdom	28/03/2020
EPI_ISL_422313	United Kingdom	24/03/2020
EPI_ISL_422314	United Kingdom	25/03/2020
EPI_ISL_422315	United Kingdom	29/03/2020
EPI_ISL_422316	United Kingdom	26/03/2020
EPI_ISL_422317	United Kingdom	25/03/2020
EPI_ISL_422318	United Kingdom	25/03/2020
EPI_ISL_422319	United Kingdom	28/03/2020
EPI_ISL_422320	United Kingdom	25/03/2020
EPI_ISL_422321	United Kingdom	26/03/2020
EPI_ISL_422322	United Kingdom	25/03/2020
EPI_ISL_422323	United Kingdom	25/03/2020
EPI_ISL_422324	United Kingdom	24/03/2020
EPI_ISL_422325	United Kingdom	28/03/2020
EPI_ISL_422326	United Kingdom	26/03/2020
EPI_ISL_422327	United Kingdom	27/03/2020
EPI_ISL_422328	United Kingdom	25/03/2020
EPI_ISL_422329	United Kingdom	24/03/2020
EPI_ISL_422330	United Kingdom	25/03/2020
EPI_ISL_422331	United Kingdom	25/03/2020
EPI_ISL_422332	United Kingdom	26/03/2020
EPI_ISL_422333	United Kingdom	24/03/2020
EPI_ISL_422334	United Kingdom	27/03/2020
EPI_ISL_422335	United Kingdom	24/03/2020
EPI_ISL_422336	United Kingdom	30/03/2020
EPI_ISL_422337	United Kingdom	24/03/2020
EPI_ISL_422338	United Kingdom	24/03/2020
EPI_ISL_422339	United Kingdom	24/03/2020
EPI_ISL_422340	United Kingdom	27/03/2020
EPI_ISL_422341	United Kingdom	23/03/2020
EPI_ISL_422342	United Kingdom	26/03/2020
EPI_ISL_422343	United Kingdom	26/03/2020
EPI_ISL_422344	United Kingdom	24/03/2020
EPI_ISL_422345	United Kingdom	24/03/2020
EPI_ISL_422346	United Kingdom	26/03/2020
EPI_ISL_422347	United Kingdom	25/03/2020
EPI_ISL_422348	United Kingdom	26/03/2020
EPI_ISL_422349	United Kingdom	24/03/2020
EPI_ISL_422351	United Kingdom	25/03/2020
EPI_ISL_422357	United Kingdom	27/03/2020
EPI_ISL_422387	Ghana	25/03/2020
EPI_ISL_422390	Ghana	25/03/2020
EPI_ISL_422394	Ghana	27/03/2020
EPI_ISL_422397	Ghana	29/03/2020
EPI_ISL_422399	Ghana	30/03/2020
EPI_ISL_422405	Ghana	25/03/2020
EPI_ISL_422407	Taiwan	04/03/2020
EPI_ISL_422408	Taiwan	13/03/2020
EPI_ISL_422409	Taiwan	13/03/2020
EPI_ISL_422410	Taiwan	13/03/2020
EPI_ISL_422411	Taiwan	14/03/2020
EPI_ISL_422412	Taiwan	14/03/2020
EPI_ISL_422413	Taiwan	16/03/2020
EPI_ISL_422414	Taiwan	16/03/2020
EPI_ISL_422415	Taiwan	17/03/2020
EPI_ISL_422416	Taiwan	18/03/2020
EPI_ISL_422417	Taiwan	18/03/2020
EPI_ISL_422418	Taiwan	19/03/2020
EPI_ISL_422419	Taiwan	19/03/2020
EPI_ISL_422420	Taiwan	19/03/2020
EPI_ISL_422421	Taiwan	19/03/2020
EPI_ISL_422422	Taiwan	19/03/2020
EPI_ISL_422424	Kuwait	15/03/2020
EPI_ISL_422425	China	24/01/2020
EPI_ISL_422427	Kuwait	16/03/2020
EPI_ISL_422428	Singapore	06/02/2020
EPI_ISL_422429	Singapore	16/02/2020
EPI_ISL_422430	Singapore	13/03/2020
EPI_ISL_422431	Singapore	31/03/2020
EPI_ISL_422432	Singapore	31/03/2020
EPI_ISL_422433	Singapore	31/03/2020
EPI_ISL_422434	Singapore	31/03/2020
EPI_ISL_422435	Singapore	31/03/2020
EPI_ISL_422437	Italy	25/03/2020
EPI_ISL_422438	Italy	25/03/2020
EPI_ISL_422453	USA	31/03/2020
EPI_ISL_422459	USA	02/04/2020
EPI_ISL_422461	USA	06/04/2020
EPI_ISL_422462	USA	03/04/2020
EPI_ISL_422463	USA	06/04/2020
EPI_ISL_422464	USA	26/03/2020
EPI_ISL_422465	USA	28/03/2020
EPI_ISL_422488	USA	21/03/2020
EPI_ISL_422489	USA	21/03/2020
EPI_ISL_422490	USA	20/03/2020
EPI_ISL_422491	USA	19/03/2020
EPI_ISL_422492	USA	19/03/2020
EPI_ISL_422494	USA	19/03/2020
EPI_ISL_422495	USA	19/03/2020
EPI_ISL_422496	USA	19/03/2020
EPI_ISL_422497	USA	19/03/2020
EPI_ISL_422498	USA	19/03/2020
EPI_ISL_422499	USA	19/03/2020
EPI_ISL_422500	USA	19/03/2020
EPI_ISL_422501	USA	19/03/2020
EPI_ISL_422502	USA	19/03/2020
EPI_ISL_422503	USA	19/03/2020
EPI_ISL_422504	USA	19/03/2020
EPI_ISL_422505	USA	19/03/2020
EPI_ISL_422506	USA	19/03/2020
EPI_ISL_422507	USA	20/03/2020
EPI_ISL_422508	USA	20/03/2020
EPI_ISL_422509	USA	20/03/2020
EPI_ISL_422510	USA	20/03/2020
EPI_ISL_422511	USA	20/03/2020
EPI_ISL_422512	USA	20/03/2020
EPI_ISL_422513	USA	20/03/2020
EPI_ISL_422514	USA	20/03/2020
EPI_ISL_422515	USA	20/03/2020
EPI_ISL_422516	USA	20/03/2020
EPI_ISL_422517	USA	20/03/2020
EPI_ISL_422518	USA	22/03/2020
EPI_ISL_422519	USA	22/03/2020
EPI_ISL_422520	USA	21/03/2020
EPI_ISL_422521	USA	22/03/2020
EPI_ISL_422522	USA	22/03/2020
EPI_ISL_422523	USA	21/03/2020
EPI_ISL_422524	USA	22/03/2020
EPI_ISL_422525	USA	22/03/2020
EPI_ISL_422526	USA	22/03/2020
EPI_ISL_422527	USA	21/03/2020
EPI_ISL_422528	USA	21/03/2020
EPI_ISL_422529	USA	22/03/2020
EPI_ISL_422530	USA	22/03/2020
EPI_ISL_422531	USA	19/03/2020
EPI_ISL_422532	USA	19/03/2020
EPI_ISL_422533	USA	19/03/2020
EPI_ISL_422534	USA	19/03/2020
EPI_ISL_422535	USA	19/03/2020
EPI_ISL_422536	USA	19/03/2020
EPI_ISL_422537	USA	19/03/2020
EPI_ISL_422538	USA	19/03/2020
EPI_ISL_422539	USA	19/03/2020
EPI_ISL_422540	USA	19/03/2020
EPI_ISL_422541	USA	19/03/2020
EPI_ISL_422542	USA	19/03/2020
EPI_ISL_422543	USA	20/03/2020
EPI_ISL_422544	USA	20/03/2020
EPI_ISL_422545	USA	20/03/2020
EPI_ISL_422546	USA	19/03/2020
EPI_ISL_422547	USA	20/03/2020
EPI_ISL_422548	USA	20/03/2020
EPI_ISL_422549	USA	20/03/2020
EPI_ISL_422550	USA	20/03/2020
EPI_ISL_422551	USA	20/03/2020
EPI_ISL_422552	USA	20/03/2020
EPI_ISL_422553	USA	20/03/2020
EPI_ISL_422554	USA	21/03/2020
EPI_ISL_422555	USA	22/03/2020
EPI_ISL_422556	USA	21/03/2020
EPI_ISL_422557	USA	21/03/2020
EPI_ISL_422558	USA	21/03/2020
EPI_ISL_422559	USA	22/03/2020
EPI_ISL_422560	USA	22/03/2020
EPI_ISL_422561	USA	22/03/2020
EPI_ISL_422562	USA	22/03/2020
EPI_ISL_422563	Ecuador	30/03/2020
EPI_ISL_422564	Ecuador	30/03/2020
EPI_ISL_422565	Ecuador	30/03/2020
EPI_ISL_422566	Netherlands	30/03/2020
EPI_ISL_422567	Netherlands	01/04/2020
EPI_ISL_422568	Netherlands	28/03/2020
EPI_ISL_422569	Netherlands	27/03/2020
EPI_ISL_422570	Netherlands	30/03/2020
EPI_ISL_422571	Netherlands	28/03/2020
EPI_ISL_422572	Netherlands	28/03/2020
EPI_ISL_422573	Netherlands	30/03/2020
EPI_ISL_422574	Netherlands	30/03/2020
EPI_ISL_422575	Netherlands	30/03/2020
EPI_ISL_422576	Netherlands	30/03/2020
EPI_ISL_422577	Netherlands	30/03/2020
EPI_ISL_422578	Netherlands	30/03/2020
EPI_ISL_422579	Netherlands	30/03/2020
EPI_ISL_422580	Netherlands	30/03/2020
EPI_ISL_422581	Netherlands	30/03/2020
EPI_ISL_422582	Netherlands	30/03/2020
EPI_ISL_422583	Netherlands	30/03/2020
EPI_ISL_422585	Netherlands	30/03/2020
EPI_ISL_422586	Netherlands	30/03/2020
EPI_ISL_422587	Netherlands	31/03/2020
EPI_ISL_422588	Netherlands	31/03/2020
EPI_ISL_422589	Netherlands	31/03/2020
EPI_ISL_422591	Netherlands	31/03/2020
EPI_ISL_422592	Netherlands	31/03/2020
EPI_ISL_422593	Netherlands	31/03/2020
EPI_ISL_422594	Netherlands	31/03/2020
EPI_ISL_422595	Netherlands	31/03/2020
EPI_ISL_422596	Netherlands	31/03/2020
EPI_ISL_422597	Netherlands	31/03/2020
EPI_ISL_422598	Netherlands	31/03/2020
EPI_ISL_422599	Netherlands	31/03/2020
EPI_ISL_422600	Netherlands	01/04/2020
EPI_ISL_422601	Netherlands	01/04/2020
EPI_ISL_422602	Netherlands	01/04/2020
EPI_ISL_422603	Netherlands	01/04/2020
EPI_ISL_422604	Netherlands	01/04/2020
EPI_ISL_422605	Netherlands	01/04/2020
EPI_ISL_422606	Netherlands	01/04/2020
EPI_ISL_422607	Netherlands	01/04/2020
EPI_ISL_422608	Netherlands	01/04/2020
EPI_ISL_422609	Netherlands	01/04/2020
EPI_ISL_422610	Netherlands	01/04/2020
EPI_ISL_422611	Netherlands	01/04/2020
EPI_ISL_422612	Netherlands	01/04/2020
EPI_ISL_422613	Netherlands	01/04/2020
EPI_ISL_422614	Netherlands	01/04/2020
EPI_ISL_422615	Netherlands	01/04/2020
EPI_ISL_422616	Netherlands	02/04/2020
EPI_ISL_422618	Netherlands	02/04/2020
EPI_ISL_422619	Netherlands	02/04/2020
EPI_ISL_422620	Netherlands	02/04/2020
EPI_ISL_422621	Netherlands	02/04/2020
EPI_ISL_422622	Netherlands	02/04/2020
EPI_ISL_422623	Netherlands	02/04/2020
EPI_ISL_422624	Netherlands	02/04/2020
EPI_ISL_422625	Netherlands	02/04/2020
EPI_ISL_422626	Netherlands	02/04/2020
EPI_ISL_422628	Netherlands	31/03/2020
EPI_ISL_422629	Netherlands	31/03/2020
EPI_ISL_422630	Netherlands	31/03/2020
EPI_ISL_422631	Netherlands	31/03/2020
EPI_ISL_422632	Netherlands	30/03/2020
EPI_ISL_422633	Netherlands	31/03/2020
EPI_ISL_422634	Netherlands	31/03/2020
EPI_ISL_422635	Netherlands	31/03/2020
EPI_ISL_422636	Czech Republic	08/03/2020
EPI_ISL_422637	Netherlands	25/03/2020
EPI_ISL_422638	Netherlands	20/03/2020
EPI_ISL_422639	Netherlands	21/03/2020
EPI_ISL_422640	Netherlands	20/03/2020
EPI_ISL_422641	Netherlands	10/03/2020
EPI_ISL_422642	Netherlands	09/03/2020
EPI_ISL_422643	Netherlands	11/03/2020
EPI_ISL_422644	Netherlands	13/03/2020
EPI_ISL_422645	Netherlands	18/03/2020
EPI_ISL_422646	Netherlands	20/03/2020
EPI_ISL_422647	Netherlands	19/03/2020
EPI_ISL_422648	Netherlands	20/03/2020
EPI_ISL_422649	Netherlands	18/03/2020
EPI_ISL_422650	Netherlands	18/03/2020
EPI_ISL_422651	Netherlands	18/03/2020
EPI_ISL_422652	Netherlands	18/03/2020
EPI_ISL_422653	Netherlands	18/03/2020
EPI_ISL_422654	Netherlands	18/03/2020
EPI_ISL_422655	Netherlands	18/03/2020
EPI_ISL_422656	Netherlands	18/03/2020
EPI_ISL_422657	Netherlands	18/03/2020
EPI_ISL_422658	Netherlands	18/03/2020
EPI_ISL_422659	Netherlands	15/03/2020
EPI_ISL_422660	Netherlands	10/03/2020
EPI_ISL_422661	Netherlands	10/03/2020
EPI_ISL_422662	Netherlands	10/03/2020
EPI_ISL_422663	Netherlands	10/03/2020
EPI_ISL_422664	Netherlands	16/03/2020
EPI_ISL_422665	Netherlands	16/03/2020
EPI_ISL_422666	Netherlands	16/03/2020
EPI_ISL_422667	Netherlands	16/03/2020
EPI_ISL_422668	Netherlands	17/03/2020
EPI_ISL_422669	Netherlands	18/03/2020
EPI_ISL_422670	Netherlands	17/03/2020
EPI_ISL_422671	Netherlands	17/03/2020
EPI_ISL_422672	Netherlands	17/03/2020
EPI_ISL_422673	Netherlands	17/03/2020
EPI_ISL_422674	Netherlands	17/03/2020
EPI_ISL_422675	Netherlands	10/03/2020
EPI_ISL_422676	Netherlands	11/03/2020
EPI_ISL_422677	Netherlands	11/03/2020
EPI_ISL_422678	Netherlands	11/03/2020
EPI_ISL_422679	Netherlands	19/03/2020
EPI_ISL_422680	Netherlands	19/03/2020
EPI_ISL_422681	Netherlands	19/03/2020
EPI_ISL_422682	Netherlands	19/03/2020
EPI_ISL_422683	Netherlands	19/03/2020
EPI_ISL_422684	Netherlands	19/03/2020
EPI_ISL_422685	Netherlands	19/03/2020
EPI_ISL_422686	Netherlands	19/03/2020
EPI_ISL_422687	Netherlands	21/03/2020
EPI_ISL_422688	Netherlands	20/03/2020
EPI_ISL_422689	Netherlands	21/03/2020
EPI_ISL_422690	Netherlands	21/03/2020
EPI_ISL_422691	Netherlands	21/03/2020
EPI_ISL_422692	Netherlands	21/03/2020
EPI_ISL_422693	Netherlands	20/03/2020
EPI_ISL_422694	Netherlands	20/03/2020
EPI_ISL_422695	Netherlands	21/03/2020
EPI_ISL_422696	Netherlands	21/03/2020
EPI_ISL_422697	Netherlands	21/03/2020
EPI_ISL_422698	Netherlands	21/03/2020
EPI_ISL_422699	Netherlands	21/03/2020
EPI_ISL_422700	Netherlands	21/03/2020
EPI_ISL_422701	Netherlands	21/03/2020
EPI_ISL_422702	Netherlands	21/03/2020
EPI_ISL_422703	Netherlands	16/03/2020
EPI_ISL_422704	Netherlands	16/03/2020
EPI_ISL_422705	Netherlands	16/03/2020
EPI_ISL_422706	Netherlands	22/03/2020
EPI_ISL_422707	Netherlands	22/03/2020
EPI_ISL_422708	Netherlands	22/03/2020
EPI_ISL_422709	Netherlands	22/03/2020
EPI_ISL_422710	Netherlands	22/03/2020
EPI_ISL_422711	Netherlands	22/03/2020
EPI_ISL_422712	Netherlands	22/03/2020
EPI_ISL_422713	Netherlands	22/03/2020
EPI_ISL_422714	Netherlands	23/03/2020
EPI_ISL_422715	Netherlands	23/03/2020
EPI_ISL_422716	Netherlands	22/03/2020
EPI_ISL_422717	Netherlands	22/03/2020
EPI_ISL_422718	Netherlands	23/03/2020
EPI_ISL_422719	Netherlands	22/03/2020
EPI_ISL_422720	Netherlands	23/03/2020
EPI_ISL_422721	Netherlands	23/03/2020
EPI_ISL_422722	Netherlands	23/03/2020
EPI_ISL_422723	Netherlands	23/03/2020
EPI_ISL_422724	Netherlands	23/03/2020
EPI_ISL_422725	Netherlands	23/03/2020
EPI_ISL_422726	Netherlands	23/03/2020
EPI_ISL_422727	Netherlands	24/03/2020
EPI_ISL_422728	Netherlands	24/03/2020
EPI_ISL_422729	Netherlands	23/03/2020
EPI_ISL_422730	Netherlands	24/03/2020
EPI_ISL_422731	Netherlands	23/03/2020
EPI_ISL_422732	Netherlands	25/03/2020
EPI_ISL_422733	Netherlands	24/03/2020
EPI_ISL_422734	Netherlands	25/03/2020
EPI_ISL_422735	Netherlands	25/03/2020
EPI_ISL_422736	Netherlands	24/03/2020
EPI_ISL_422737	Netherlands	25/03/2020
EPI_ISL_422738	Netherlands	25/03/2020
EPI_ISL_422739	Netherlands	25/03/2020
EPI_ISL_422740	Netherlands	25/03/2020
EPI_ISL_422741	Netherlands	25/03/2020
EPI_ISL_422742	Netherlands	25/03/2020
EPI_ISL_422743	Netherlands	25/03/2020
EPI_ISL_422744	Netherlands	25/03/2020
EPI_ISL_422745	Netherlands	25/03/2020
EPI_ISL_422746	Netherlands	25/03/2020
EPI_ISL_422747	Netherlands	24/03/2020
EPI_ISL_422748	Netherlands	25/03/2020
EPI_ISL_422749	Netherlands	25/03/2020
EPI_ISL_422750	Netherlands	25/03/2020
EPI_ISL_422751	Netherlands	26/03/2020
EPI_ISL_422752	Netherlands	26/03/2020
EPI_ISL_422753	Netherlands	26/03/2020
EPI_ISL_422754	Netherlands	26/03/2020
EPI_ISL_422755	Netherlands	26/03/2020
EPI_ISL_422756	Netherlands	27/03/2020
EPI_ISL_422758	Netherlands	27/03/2020
EPI_ISL_422759	Netherlands	26/03/2020
EPI_ISL_422760	Netherlands	27/03/2020
EPI_ISL_422761	Netherlands	28/03/2020
EPI_ISL_422762	Netherlands	27/03/2020
EPI_ISL_422764	Netherlands	27/03/2020
EPI_ISL_422765	Netherlands	27/03/2020
EPI_ISL_422766	Netherlands	27/03/2020
EPI_ISL_422767	Netherlands	27/03/2020
EPI_ISL_422768	Netherlands	27/03/2020
EPI_ISL_422769	Netherlands	27/03/2020
EPI_ISL_422770	Netherlands	26/03/2020
EPI_ISL_422771	Netherlands	27/03/2020
EPI_ISL_422772	Netherlands	27/03/2020
EPI_ISL_422773	Netherlands	27/03/2020
EPI_ISL_422774	Netherlands	27/03/2020
EPI_ISL_422775	Netherlands	27/03/2020
EPI_ISL_422776	Netherlands	28/03/2020
EPI_ISL_422777	Netherlands	29/03/2020
EPI_ISL_422778	Netherlands	29/03/2020
EPI_ISL_422782	Netherlands	28/03/2020
EPI_ISL_422783	Netherlands	29/03/2020
EPI_ISL_422784	Netherlands	29/03/2020
EPI_ISL_422785	Netherlands	29/03/2020
EPI_ISL_422786	Netherlands	29/03/2020
EPI_ISL_422787	Netherlands	30/03/2020
EPI_ISL_422788	Netherlands	30/03/2020
EPI_ISL_422789	Netherlands	30/03/2020
EPI_ISL_422790	Netherlands	30/03/2020
EPI_ISL_422791	Netherlands	30/03/2020
EPI_ISL_422792	Netherlands	30/03/2020
EPI_ISL_422793	Netherlands	30/03/2020
EPI_ISL_422794	Netherlands	30/03/2020
EPI_ISL_422795	Netherlands	30/03/2020
EPI_ISL_422796	Netherlands	30/03/2020
EPI_ISL_422797	Netherlands	14/03/2020
EPI_ISL_422798	Netherlands	14/03/2020
EPI_ISL_422799	Netherlands	13/03/2020
EPI_ISL_422800	Netherlands	14/03/2020
EPI_ISL_422801	Netherlands	13/03/2020
EPI_ISL_422802	Netherlands	13/03/2020
EPI_ISL_422803	Netherlands	13/03/2020
EPI_ISL_422804	Netherlands	07/03/2020
EPI_ISL_422805	Netherlands	08/03/2020
EPI_ISL_422806	Netherlands	07/03/2020
EPI_ISL_422807	Netherlands	08/03/2020
EPI_ISL_422808	Netherlands	08/03/2020
EPI_ISL_422809	Netherlands	09/03/2020
EPI_ISL_422810	Netherlands	09/03/2020
EPI_ISL_422811	Netherlands	08/03/2020
EPI_ISL_422812	Netherlands	14/03/2020
EPI_ISL_422813	Netherlands	14/03/2020
EPI_ISL_422814	Netherlands	15/03/2020
EPI_ISL_422815	Netherlands	15/03/2020
EPI_ISL_422816	Netherlands	15/03/2020
EPI_ISL_422817	Netherlands	15/03/2020
EPI_ISL_422818	Netherlands	08/03/2020
EPI_ISL_422819	Netherlands	08/03/2020
EPI_ISL_422820	Netherlands	09/03/2020
EPI_ISL_422821	Netherlands	09/03/2020
EPI_ISL_422822	Netherlands	09/03/2020
EPI_ISL_422823	Netherlands	09/03/2020
EPI_ISL_422825	Netherlands	03/03/2020
EPI_ISL_422826	Netherlands	09/03/2020
EPI_ISL_422827	Netherlands	09/03/2020
EPI_ISL_422828	Netherlands	09/03/2020
EPI_ISL_422829	Netherlands	09/03/2020
EPI_ISL_422830	Netherlands	09/03/2020
EPI_ISL_422831	Netherlands	10/03/2020
EPI_ISL_422833	Netherlands	10/03/2020
EPI_ISL_422834	Netherlands	10/03/2020
EPI_ISL_422835	Netherlands	10/03/2020
EPI_ISL_422836	Netherlands	08/03/2020
EPI_ISL_422837	Netherlands	09/03/2020
EPI_ISL_422838	Netherlands	09/03/2020
EPI_ISL_422839	Netherlands	10/03/2020
EPI_ISL_422840	Netherlands	11/03/2020
EPI_ISL_422841	Netherlands	11/03/2020
EPI_ISL_422842	Netherlands	11/03/2020
EPI_ISL_422843	Netherlands	11/03/2020
EPI_ISL_422844	Netherlands	12/03/2020
EPI_ISL_422845	Netherlands	12/03/2020
EPI_ISL_422846	Netherlands	16/03/2020
EPI_ISL_422847	Netherlands	16/03/2020
EPI_ISL_422848	Netherlands	16/03/2020
EPI_ISL_422849	Netherlands	16/03/2020
EPI_ISL_422850	Netherlands	16/03/2020
EPI_ISL_422851	Netherlands	16/03/2020
EPI_ISL_422852	Netherlands	16/03/2020
EPI_ISL_422853	Netherlands	18/03/2020
EPI_ISL_422854	Netherlands	18/03/2020
EPI_ISL_422855	Netherlands	17/03/2020
EPI_ISL_422856	Netherlands	18/03/2020
EPI_ISL_422857	Netherlands	18/03/2020
EPI_ISL_422858	Netherlands	17/03/2020
EPI_ISL_422859	Netherlands	20/03/2020
EPI_ISL_422860	Netherlands	20/03/2020
EPI_ISL_422861	Netherlands	21/03/2020
EPI_ISL_422862	Netherlands	09/03/2020
EPI_ISL_422863	Netherlands	09/03/2020
EPI_ISL_422864	Netherlands	08/03/2020
EPI_ISL_422865	Netherlands	02/03/2020
EPI_ISL_422866	Netherlands	11/03/2020
EPI_ISL_422867	Netherlands	11/03/2020
EPI_ISL_422868	Netherlands	13/03/2020
EPI_ISL_422869	Netherlands	13/03/2020
EPI_ISL_422870	Netherlands	09/03/2020
EPI_ISL_422871	Netherlands	09/03/2020
EPI_ISL_422872	Netherlands	09/03/2020
EPI_ISL_422873	Netherlands	11/03/2020
EPI_ISL_422874	Netherlands	11/03/2020
EPI_ISL_422875	Netherlands	11/03/2020
EPI_ISL_422876	Netherlands	11/03/2020
EPI_ISL_422877	Netherlands	12/03/2020
EPI_ISL_422878	Netherlands	11/03/2020
EPI_ISL_422879	Netherlands	09/03/2020
EPI_ISL_422880	Netherlands	09/03/2020
EPI_ISL_422881	Netherlands	09/03/2020
EPI_ISL_422885	Netherlands	24/03/2020
EPI_ISL_422886	Netherlands	24/03/2020
EPI_ISL_422887	Netherlands	09/03/2020
EPI_ISL_422888	Netherlands	17/03/2020
EPI_ISL_422889	Netherlands	17/03/2020
EPI_ISL_422890	Netherlands	18/03/2020
EPI_ISL_422891	Netherlands	19/03/2020
EPI_ISL_422892	Netherlands	19/03/2020
EPI_ISL_422893	Netherlands	19/03/2020
EPI_ISL_422894	Netherlands	10/03/2020
EPI_ISL_422895	Netherlands	25/03/2020
EPI_ISL_422897	Netherlands	11/03/2020
EPI_ISL_422898	Netherlands	03/03/2020
EPI_ISL_422899	Netherlands	03/03/2020
EPI_ISL_422901	Netherlands	18/03/2020
EPI_ISL_422902	Netherlands	27/03/2020
EPI_ISL_422903	Netherlands	29/03/2020
EPI_ISL_422904	Netherlands	09/03/2020
EPI_ISL_422905	Netherlands	13/03/2020
EPI_ISL_422906	Netherlands	16/03/2020
EPI_ISL_422907	Netherlands	17/03/2020
EPI_ISL_422908	Netherlands	17/03/2020
EPI_ISL_422909	Netherlands	17/03/2020
EPI_ISL_422910	Netherlands	17/03/2020
EPI_ISL_422911	Netherlands	17/03/2020
EPI_ISL_422912	Netherlands	17/03/2020
EPI_ISL_422913	Netherlands	18/03/2020
EPI_ISL_422914	Netherlands	19/03/2020
EPI_ISL_422915	Netherlands	19/03/2020
EPI_ISL_422916	Netherlands	19/03/2020
EPI_ISL_422917	Netherlands	19/03/2020
EPI_ISL_422918	Netherlands	19/03/2020
EPI_ISL_422919	Netherlands	19/03/2020
EPI_ISL_422920	Netherlands	19/03/2020
EPI_ISL_422921	Netherlands	23/03/2020
EPI_ISL_422922	Netherlands	23/03/2020
EPI_ISL_422923	Netherlands	23/03/2020
EPI_ISL_422924	Netherlands	23/03/2020
EPI_ISL_422925	Netherlands	23/03/2020
EPI_ISL_422926	Netherlands	23/03/2020
EPI_ISL_422927	Netherlands	23/03/2020
EPI_ISL_422928	Netherlands	23/03/2020
EPI_ISL_422929	Netherlands	23/03/2020
EPI_ISL_422930	Netherlands	23/03/2020
EPI_ISL_422931	Netherlands	23/03/2020
EPI_ISL_422932	Netherlands	23/03/2020
EPI_ISL_422934	Netherlands	23/03/2020
EPI_ISL_422935	Netherlands	23/03/2020
EPI_ISL_422936	Netherlands	24/03/2020
EPI_ISL_422937	Netherlands	24/03/2020
EPI_ISL_422938	Netherlands	24/03/2020
EPI_ISL_422939	Netherlands	24/03/2020
EPI_ISL_422940	Netherlands	24/03/2020
EPI_ISL_422941	Netherlands	24/03/2020
EPI_ISL_422942	Netherlands	26/03/2020
EPI_ISL_422943	Netherlands	26/03/2020
EPI_ISL_422944	Netherlands	26/03/2020
EPI_ISL_422945	Netherlands	26/03/2020
EPI_ISL_422946	Netherlands	26/03/2020
EPI_ISL_422947	Netherlands	26/03/2020
EPI_ISL_422948	Netherlands	27/03/2020
EPI_ISL_422949	Netherlands	27/03/2020
EPI_ISL_422950	Netherlands	27/03/2020
EPI_ISL_422951	Netherlands	27/03/2020
EPI_ISL_422952	Netherlands	27/03/2020
EPI_ISL_422953	Netherlands	27/03/2020
EPI_ISL_422954	Netherlands	27/03/2020
EPI_ISL_422955	Netherlands	27/03/2020
EPI_ISL_422956	Netherlands	27/03/2020
EPI_ISL_422957	Netherlands	29/03/2020
EPI_ISL_422958	Netherlands	29/03/2020
EPI_ISL_422959	Netherlands	29/03/2020
EPI_ISL_422960	Netherlands	29/03/2020
EPI_ISL_422961	USA	13/03/2020
EPI_ISL_422962	USA	16/03/2020
EPI_ISL_422963	USA	16/03/2020
EPI_ISL_422964	USA	16/03/2020
EPI_ISL_422965	USA	16/03/2020
EPI_ISL_422966	USA	16/03/2020
EPI_ISL_422967	USA	16/03/2020
EPI_ISL_422968	USA	01/03/2020
EPI_ISL_422969	USA	17/03/2020
EPI_ISL_422970	USA	17/03/2020
EPI_ISL_422971	USA	17/03/2020
EPI_ISL_422972	USA	17/03/2020
EPI_ISL_422973	USA	17/03/2020
EPI_ISL_422974	USA	17/03/2020
EPI_ISL_422975	USA	18/03/2020
EPI_ISL_422976	USA	17/03/2020
EPI_ISL_422977	USA	17/03/2020
EPI_ISL_422978	USA	16/03/2020
EPI_ISL_422979	USA	16/03/2020
EPI_ISL_422980	USA	16/03/2020
EPI_ISL_422981	USA	17/03/2020
EPI_ISL_422982	USA	16/03/2020
EPI_ISL_422983	USA	17/03/2020
EPI_ISL_422984	USA	17/03/2020
EPI_ISL_422985	USA	17/03/2020
EPI_ISL_422986	USA	18/03/2020
EPI_ISL_422987	USA	18/03/2020
EPI_ISL_422988	USA	18/03/2020
EPI_ISL_422989	USA	18/03/2020
EPI_ISL_422990	USA	18/03/2020
EPI_ISL_422991	USA	17/03/2020
EPI_ISL_422992	USA	17/03/2020
EPI_ISL_422993	USA	18/03/2020
EPI_ISL_422994	USA	18/03/2020
EPI_ISL_422995	USA	17/03/2020
EPI_ISL_422996	USA	17/03/2020
EPI_ISL_422997	USA	17/03/2020
EPI_ISL_422998	USA	17/03/2020
EPI_ISL_422999	USA	18/03/2020
EPI_ISL_423000	USA	18/03/2020
EPI_ISL_423001	USA	19/03/2020
EPI_ISL_423002	USA	19/03/2020
EPI_ISL_423003	USA	19/03/2020
EPI_ISL_423004	USA	19/03/2020
EPI_ISL_423005	USA	19/03/2020
EPI_ISL_423006	USA	19/03/2020
EPI_ISL_423007	USA	19/03/2020
EPI_ISL_423008	USA	18/03/2020
EPI_ISL_423009	USA	18/03/2020
EPI_ISL_423010	USA	18/03/2020
EPI_ISL_423011	USA	19/03/2020
EPI_ISL_423012	USA	19/03/2020
EPI_ISL_423013	USA	19/03/2020
