id	country	sampling date d/m/Y
EPI_ISL_425929	United Kingdom	24/03/2020
EPI_ISL_425930	United Kingdom	25/03/2020
EPI_ISL_425931	United Kingdom	24/03/2020
EPI_ISL_425932	United Kingdom	25/03/2020
EPI_ISL_425933	United Kingdom	25/03/2020
EPI_ISL_425934	United Kingdom	25/03/2020
EPI_ISL_425935	United Kingdom	25/03/2020
EPI_ISL_425936	United Kingdom	24/03/2020
EPI_ISL_425937	United Kingdom	25/03/2020
EPI_ISL_425938	United Kingdom	25/03/2020
EPI_ISL_425939	United Kingdom	25/03/2020
EPI_ISL_425940	United Kingdom	26/03/2020
EPI_ISL_425941	United Kingdom	26/03/2020
EPI_ISL_425942	United Kingdom	26/03/2020
EPI_ISL_425943	United Kingdom	26/03/2020
EPI_ISL_425944	United Kingdom	26/03/2020
EPI_ISL_425945	United Kingdom	26/03/2020
EPI_ISL_425946	United Kingdom	26/03/2020
EPI_ISL_425947	United Kingdom	26/03/2020
EPI_ISL_425948	United Kingdom	26/03/2020
EPI_ISL_425949	United Kingdom	26/03/2020
EPI_ISL_425950	United Kingdom	26/03/2020
EPI_ISL_425951	United Kingdom	27/03/2020
EPI_ISL_425952	United Kingdom	27/03/2020
EPI_ISL_425953	United Kingdom	26/03/2020
EPI_ISL_425954	United Kingdom	27/03/2020
EPI_ISL_425955	United Kingdom	27/03/2020
EPI_ISL_425956	United Kingdom	26/03/2020
EPI_ISL_425957	United Kingdom	27/03/2020
EPI_ISL_425958	United Kingdom	27/03/2020
EPI_ISL_425959	United Kingdom	26/03/2020
EPI_ISL_425960	United Kingdom	26/03/2020
EPI_ISL_425961	United Kingdom	26/03/2020
EPI_ISL_425962	United Kingdom	27/03/2020
EPI_ISL_425963	United Kingdom	27/03/2020
EPI_ISL_425964	United Kingdom	27/03/2020
EPI_ISL_425965	United Kingdom	27/03/2020
EPI_ISL_425966	United Kingdom	28/03/2020
EPI_ISL_425967	United Kingdom	29/03/2020
EPI_ISL_425968	United Kingdom	28/03/2020
EPI_ISL_425969	United Kingdom	28/03/2020
EPI_ISL_425970	United Kingdom	28/03/2020
EPI_ISL_425971	United Kingdom	28/03/2020
EPI_ISL_425972	United Kingdom	28/03/2020
EPI_ISL_425973	United Kingdom	28/03/2020
EPI_ISL_425974	United Kingdom	28/03/2020
EPI_ISL_425975	United Kingdom	28/03/2020
EPI_ISL_425976	United Kingdom	30/03/2020
EPI_ISL_425977	United Kingdom	29/03/2020
EPI_ISL_425978	United Kingdom	30/03/2020
EPI_ISL_425979	United Kingdom	29/03/2020
EPI_ISL_425980	United Kingdom	30/03/2020
EPI_ISL_425981	United Kingdom	28/03/2020
EPI_ISL_425982	United Kingdom	29/03/2020
EPI_ISL_425983	United Kingdom	29/03/2020
EPI_ISL_425984	United Kingdom	29/03/2020
EPI_ISL_425985	United Kingdom	30/03/2020
EPI_ISL_425986	United Kingdom	30/03/2020
EPI_ISL_425987	United Kingdom	30/03/2020
EPI_ISL_425988	United Kingdom	30/03/2020
EPI_ISL_425989	United Kingdom	30/03/2020
EPI_ISL_425990	United Kingdom	30/03/2020
EPI_ISL_425991	United Kingdom	30/03/2020
EPI_ISL_425992	United Kingdom	30/03/2020
EPI_ISL_425993	United Kingdom	30/03/2020
EPI_ISL_425994	United Kingdom	30/03/2020
EPI_ISL_425995	United Kingdom	30/03/2020
EPI_ISL_425996	United Kingdom	30/03/2020
EPI_ISL_425997	United Kingdom	30/03/2020
EPI_ISL_425998	United Kingdom	30/03/2020
EPI_ISL_425999	United Kingdom	29/03/2020
EPI_ISL_426000	United Kingdom	30/03/2020
EPI_ISL_426001	United Kingdom	30/03/2020
EPI_ISL_426002	United Kingdom	30/03/2020
EPI_ISL_426003	United Kingdom	30/03/2020
EPI_ISL_426004	United Kingdom	29/03/2020
EPI_ISL_426005	United Kingdom	30/03/2020
EPI_ISL_426006	United Kingdom	30/03/2020
EPI_ISL_426007	United Kingdom	31/03/2020
EPI_ISL_426008	United Kingdom	31/03/2020
EPI_ISL_426009	United Kingdom	31/03/2020
EPI_ISL_426010	United Kingdom	31/03/2020
EPI_ISL_426011	United Kingdom	31/03/2020
EPI_ISL_426012	United Kingdom	01/04/2020
EPI_ISL_426013	United Kingdom	01/04/2020
EPI_ISL_426014	United Kingdom	01/04/2020
EPI_ISL_426015	United Kingdom	31/03/2020
EPI_ISL_426016	United Kingdom	31/03/2020
EPI_ISL_426017	United Kingdom	31/03/2020
EPI_ISL_426019	United Kingdom	01/04/2020
EPI_ISL_426020	United Kingdom	01/04/2020
EPI_ISL_426021	United Kingdom	01/04/2020
EPI_ISL_426022	United Kingdom	31/03/2020
EPI_ISL_426023	United Kingdom	31/03/2020
EPI_ISL_426024	United Kingdom	31/03/2020
EPI_ISL_426025	USA	03/03/2020
EPI_ISL_426026	USA	03/03/2020
EPI_ISL_426027	USA	04/03/2020
EPI_ISL_426028	USA	04/03/2020
EPI_ISL_426029	USA	04/03/2020
EPI_ISL_426030	USA	04/03/2020
EPI_ISL_426031	USA	04/03/2020
EPI_ISL_426032	USA	04/03/2020
EPI_ISL_426033	USA	04/03/2020
EPI_ISL_426034	USA	04/03/2020
EPI_ISL_426035	USA	04/03/2020
EPI_ISL_426036	USA	04/03/2020
EPI_ISL_426037	USA	05/03/2020
EPI_ISL_426038	USA	05/03/2020
EPI_ISL_426039	USA	05/03/2020
EPI_ISL_426040	USA	05/03/2020
EPI_ISL_426041	USA	06/03/2020
EPI_ISL_426042	USA	06/03/2020
EPI_ISL_426043	USA	06/03/2020
EPI_ISL_426044	USA	06/03/2020
EPI_ISL_426045	USA	06/03/2020
EPI_ISL_426046	USA	06/03/2020
EPI_ISL_426047	USA	06/03/2020
EPI_ISL_426048	USA	06/03/2020
EPI_ISL_426049	USA	06/03/2020
EPI_ISL_426050	USA	08/03/2020
EPI_ISL_426052	USA	30/03/2020
EPI_ISL_426053	USA	30/03/2020
EPI_ISL_426054	USA	30/03/2020
EPI_ISL_426055	USA	30/03/2020
EPI_ISL_426056	USA	30/03/2020
EPI_ISL_426057	USA	21/03/2020
EPI_ISL_426058	USA	24/03/2020
EPI_ISL_426059	USA	23/03/2020
EPI_ISL_426060	USA	23/03/2020
EPI_ISL_426061	USA	23/03/2020
EPI_ISL_426062	USA	24/03/2020
EPI_ISL_426063	USA	23/03/2020
EPI_ISL_426064	USA	27/03/2020
EPI_ISL_426065	USA	27/03/2020
EPI_ISL_426066	USA	28/03/2020
EPI_ISL_426067	USA	28/03/2020
EPI_ISL_426068	USA	27/03/2020
EPI_ISL_426069	USA	28/03/2020
EPI_ISL_426070	USA	28/03/2020
EPI_ISL_426071	USA	29/03/2020
EPI_ISL_426072	USA	30/03/2020
EPI_ISL_426073	USA	27/03/2020
EPI_ISL_426074	USA	29/03/2020
EPI_ISL_426075	USA	29/03/2020
EPI_ISL_426076	USA	29/03/2020
EPI_ISL_426077	USA	21/03/2020
EPI_ISL_426078	USA	23/03/2020
EPI_ISL_426079	USA	24/03/2020
EPI_ISL_426080	USA	25/03/2020
EPI_ISL_426081	USA	23/03/2020
EPI_ISL_426082	USA	25/03/2020
EPI_ISL_426083	USA	25/03/2020
EPI_ISL_426084	USA	24/03/2020
EPI_ISL_426085	USA	25/03/2020
EPI_ISL_426086	USA	25/03/2020
EPI_ISL_426087	USA	24/03/2020
EPI_ISL_426089	USA	24/03/2020
EPI_ISL_426090	USA	25/03/2020
EPI_ISL_426091	USA	25/03/2020
EPI_ISL_426092	USA	25/03/2020
EPI_ISL_426093	USA	25/03/2020
EPI_ISL_426094	USA	24/03/2020
EPI_ISL_426095	USA	25/03/2020
EPI_ISL_426096	USA	25/03/2020
EPI_ISL_426097	USA	25/03/2020
EPI_ISL_426098	USA	25/03/2020
EPI_ISL_426099	USA	25/03/2020
EPI_ISL_426100	USA	25/03/2020
EPI_ISL_426101	USA	25/03/2020
EPI_ISL_426102	USA	25/03/2020
EPI_ISL_426103	USA	23/03/2020
EPI_ISL_426104	USA	24/03/2020
EPI_ISL_426105	USA	24/03/2020
EPI_ISL_426106	USA	24/03/2020
EPI_ISL_426107	USA	25/03/2020
EPI_ISL_426108	USA	25/03/2020
EPI_ISL_426109	USA	25/03/2020
EPI_ISL_426110	USA	24/03/2020
EPI_ISL_426111	USA	25/03/2020
EPI_ISL_426112	USA	25/03/2020
EPI_ISL_426113	USA	25/03/2020
EPI_ISL_426114	USA	25/03/2020
EPI_ISL_426115	USA	25/03/2020
EPI_ISL_426116	USA	25/03/2020
EPI_ISL_426117	USA	25/03/2020
EPI_ISL_426118	USA	25/03/2020
EPI_ISL_426119	USA	23/03/2020
EPI_ISL_426120	USA	25/03/2020
EPI_ISL_426121	USA	25/03/2020
EPI_ISL_426122	USA	24/03/2020
EPI_ISL_426123	USA	24/03/2020
EPI_ISL_426124	USA	23/03/2020
EPI_ISL_426125	USA	24/03/2020
EPI_ISL_426126	USA	26/03/2020
EPI_ISL_426127	USA	25/03/2020
EPI_ISL_426128	USA	25/03/2020
EPI_ISL_426129	USA	24/03/2020
EPI_ISL_426130	USA	24/03/2020
EPI_ISL_426131	USA	24/03/2020
EPI_ISL_426132	USA	24/03/2020
EPI_ISL_426133	USA	23/03/2020
EPI_ISL_426134	USA	31/03/2020
EPI_ISL_426135	USA	30/03/2020
EPI_ISL_426136	USA	31/03/2020
EPI_ISL_426137	USA	31/03/2020
EPI_ISL_426159	USA	06/04/2020
EPI_ISL_426160	USA	03/04/2020
EPI_ISL_426161	USA	06/04/2020
EPI_ISL_426163	South Korea	23/02/2020
EPI_ISL_426164	South Korea	02/02/2020
EPI_ISL_426166	South Korea	04/02/2020
EPI_ISL_426167	South Korea	23/02/2020
EPI_ISL_426168	South Korea	02/02/2020
EPI_ISL_426169	South Korea	05/02/2020
EPI_ISL_426171	South Korea	05/02/2020
EPI_ISL_426173	South Korea	07/02/2020
EPI_ISL_426179	India	02/03/2020
EPI_ISL_426180	South Korea	05/02/2020
EPI_ISL_426181	South Korea	23/02/2020
EPI_ISL_426182	South Korea	09/02/2020
EPI_ISL_426183	South Korea	23/02/2020
EPI_ISL_426187	South Korea	12/02/2020
EPI_ISL_426285	Latvia	30/03/2020
EPI_ISL_426286	Latvia	30/03/2020
EPI_ISL_426287	Latvia	30/03/2020
EPI_ISL_426288	Latvia	30/03/2020
EPI_ISL_426289	Latvia	30/03/2020
EPI_ISL_426290	USA	08/03/2020
EPI_ISL_426291	USA	08/03/2020
EPI_ISL_426292	USA	06/03/2020
EPI_ISL_426293	USA	10/03/2020
EPI_ISL_426294	USA	11/03/2020
EPI_ISL_426295	USA	22/03/2020
EPI_ISL_426296	USA	14/03/2020
EPI_ISL_426297	USA	16/03/2020
EPI_ISL_426298	USA	27/03/2020
EPI_ISL_426299	USA	28/03/2020
EPI_ISL_426300	USA	21/03/2020
EPI_ISL_426301	USA	27/03/2020
EPI_ISL_426302	USA	21/03/2020
EPI_ISL_426303	USA	27/03/2020
EPI_ISL_426304	USA	23/03/2020
EPI_ISL_426305	USA	28/03/2020
EPI_ISL_426306	USA	15/03/2020
EPI_ISL_426307	USA	26/03/2020
EPI_ISL_426308	USA	26/03/2020
EPI_ISL_426309	USA	28/03/2020
EPI_ISL_426310	USA	14/03/2020
EPI_ISL_426311	USA	08/03/2020
EPI_ISL_426312	USA	27/03/2020
EPI_ISL_426313	USA	19/03/2020
EPI_ISL_426314	USA	25/03/2020
EPI_ISL_426315	USA	19/03/2020
EPI_ISL_426316	USA	15/03/2020
EPI_ISL_426317	USA	15/03/2020
EPI_ISL_426318	USA	22/03/2020
EPI_ISL_426319	USA	15/03/2020
EPI_ISL_426320	USA	20/03/2020
EPI_ISL_426321	USA	27/03/2020
EPI_ISL_426322	USA	12/03/2020
EPI_ISL_426323	USA	16/03/2020
EPI_ISL_426324	USA	06/03/2020
EPI_ISL_426325	USA	06/03/2020
EPI_ISL_426326	USA	06/03/2020
EPI_ISL_426327	USA	06/03/2020
EPI_ISL_426328	USA	07/03/2020
EPI_ISL_426356	Czech Republic	21/03/2020
EPI_ISL_426357	Czech Republic	18/03/2020
EPI_ISL_426358	Czech Republic	19/03/2020
EPI_ISL_426359	Czech Republic	17/03/2020
EPI_ISL_426360	Czech Republic	18/03/2020
EPI_ISL_426361	Mexico	12/03/2020
EPI_ISL_426362	Mexico	10/03/2020
EPI_ISL_426363	Mexico	12/03/2020
EPI_ISL_426364	Mexico	12/03/2020
EPI_ISL_426365	Mexico	12/03/2020
EPI_ISL_426379	Slovenia	29/03/2020
EPI_ISL_426414	India	05/04/2020
EPI_ISL_426415	India	05/04/2020
EPI_ISL_426416	USA	08/03/2020
EPI_ISL_426417	USA	07/03/2020
EPI_ISL_426418	USA	01/03/2020
EPI_ISL_426419	USA	01/03/2020
EPI_ISL_426420	USA	05/03/2020
EPI_ISL_426421	USA	07/03/2020
EPI_ISL_426422	USA	07/03/2020
EPI_ISL_426423	USA	08/03/2020
EPI_ISL_426424	USA	09/03/2020
EPI_ISL_426425	USA	04/03/2020
EPI_ISL_426426	USA	05/03/2020
EPI_ISL_426427	USA	07/03/2020
EPI_ISL_426428	USA	08/03/2020
EPI_ISL_426429	USA	07/03/2020
EPI_ISL_426430	USA	08/03/2020
EPI_ISL_426431	USA	07/03/2020
EPI_ISL_426432	USA	07/03/2020
EPI_ISL_426433	USA	07/03/2020
EPI_ISL_426434	USA	08/03/2020
EPI_ISL_426435	USA	09/03/2020
EPI_ISL_426436	USA	19/03/2020
EPI_ISL_426437	USA	19/03/2020
EPI_ISL_426438	USA	19/03/2020
EPI_ISL_426439	USA	19/03/2020
EPI_ISL_426440	USA	19/03/2020
EPI_ISL_426441	USA	19/03/2020
EPI_ISL_426442	USA	19/03/2020
EPI_ISL_426443	USA	19/03/2020
EPI_ISL_426444	USA	19/03/2020
EPI_ISL_426445	USA	19/03/2020
EPI_ISL_426446	USA	19/03/2020
EPI_ISL_426447	USA	19/03/2020
EPI_ISL_426448	USA	20/03/2020
EPI_ISL_426449	USA	19/03/2020
EPI_ISL_426450	USA	19/03/2020
EPI_ISL_426451	USA	19/03/2020
EPI_ISL_426452	USA	19/03/2020
EPI_ISL_426453	USA	20/03/2020
EPI_ISL_426454	USA	23/03/2020
EPI_ISL_426455	USA	27/03/2020
EPI_ISL_426456	USA	30/03/2020
EPI_ISL_426457	USA	30/03/2020
EPI_ISL_426458	USA	30/03/2020
EPI_ISL_426459	USA	28/03/2020
EPI_ISL_426460	USA	28/03/2020
EPI_ISL_426461	USA	27/03/2020
EPI_ISL_426462	USA	29/03/2020
EPI_ISL_426463	USA	29/03/2020
EPI_ISL_426464	USA	01/04/2020
EPI_ISL_426465	USA	31/03/2020
EPI_ISL_426466	USA	31/03/2020
EPI_ISL_426467	USA	31/03/2020
EPI_ISL_426468	USA	31/03/2020
EPI_ISL_426469	USA	30/03/2020
EPI_ISL_426470	USA	31/03/2020
EPI_ISL_426471	USA	02/04/2020
EPI_ISL_426472	USA	03/04/2020
EPI_ISL_426473	USA	03/04/2020
EPI_ISL_426474	USA	03/04/2020
EPI_ISL_426475	USA	04/04/2020
EPI_ISL_426476	Uruguay	16/03/2020
EPI_ISL_426477	Uruguay	16/03/2020
EPI_ISL_426478	Uruguay	17/04/2020
EPI_ISL_426479	Uruguay	17/03/2020
EPI_ISL_426480	Uruguay	17/03/2020
EPI_ISL_426481	Uruguay	17/03/2020
EPI_ISL_426482	Uruguay	17/03/2020
EPI_ISL_426483	USA	22/03/2020
EPI_ISL_426484	USA	19/03/2020
EPI_ISL_426485	USA	24/03/2020
EPI_ISL_426499	USA	16/03/2020
EPI_ISL_426500	USA	17/03/2020
EPI_ISL_426501	USA	17/03/2020
EPI_ISL_426502	USA	17/03/2020
EPI_ISL_426503	USA	17/03/2020
EPI_ISL_426504	USA	17/03/2020
EPI_ISL_426505	USA	17/03/2020
EPI_ISL_426506	USA	17/03/2020
EPI_ISL_426507	USA	18/03/2020
EPI_ISL_426508	USA	01/03/2020
EPI_ISL_426509	USA	18/03/2020
EPI_ISL_426510	USA	17/03/2020
EPI_ISL_426511	USA	19/03/2020
EPI_ISL_426512	USA	05/03/2020
EPI_ISL_426513	USA	11/03/2020
EPI_ISL_426514	USA	11/03/2020
EPI_ISL_426515	USA	13/03/2020
EPI_ISL_426516	USA	13/03/2020
EPI_ISL_426517	USA	14/03/2020
EPI_ISL_426518	USA	12/03/2020
EPI_ISL_426519	USA	14/03/2020
EPI_ISL_426520	USA	20/03/2020
EPI_ISL_426521	USA	20/03/2020
EPI_ISL_426522	USA	20/03/2020
EPI_ISL_426523	USA	20/03/2020
EPI_ISL_426524	USA	20/03/2020
EPI_ISL_426525	USA	19/03/2020
EPI_ISL_426526	USA	23/03/2020
EPI_ISL_426527	USA	17/03/2020
EPI_ISL_426528	USA	14/03/2020
EPI_ISL_426529	USA	16/03/2020
EPI_ISL_426530	USA	17/03/2020
EPI_ISL_426531	USA	12/03/2020
EPI_ISL_426532	USA	25/03/2020
EPI_ISL_426533	USA	26/03/2020
EPI_ISL_426534	USA	27/03/2020
EPI_ISL_426535	USA	17/03/2020
EPI_ISL_426536	USA	25/03/2020
EPI_ISL_426537	USA	17/03/2020
EPI_ISL_426538	USA	19/03/2020
EPI_ISL_426539	USA	23/03/2020
EPI_ISL_426540	USA	23/03/2020
EPI_ISL_426541	USA	24/03/2020
EPI_ISL_426542	USA	20/03/2020
EPI_ISL_426543	USA	24/03/2020
EPI_ISL_426544	USA	20/03/2020
EPI_ISL_426545	USA	25/03/2020
EPI_ISL_426546	USA	26/03/2020
EPI_ISL_426547	USA	26/03/2020
EPI_ISL_426548	USA	26/03/2020
EPI_ISL_426549	USA	26/03/2020
EPI_ISL_426550	USA	26/03/2020
EPI_ISL_426551	USA	27/03/2020
EPI_ISL_426552	USA	27/03/2020
EPI_ISL_426553	USA	27/03/2020
EPI_ISL_426554	USA	26/03/2020
EPI_ISL_426555	USA	26/03/2020
EPI_ISL_426556	USA	01/04/2020
EPI_ISL_426557	USA	01/04/2020
EPI_ISL_426558	USA	25/03/2020
EPI_ISL_426559	USA	25/03/2020
EPI_ISL_426560	USA	30/03/2020
EPI_ISL_426561	USA	31/03/2020
EPI_ISL_426562	USA	31/03/2020
EPI_ISL_426563	USA	31/03/2020
EPI_ISL_426564	USA	01/04/2020
EPI_ISL_426565	USA	01/04/2020
EPI_ISL_426566	USA	01/04/2020
EPI_ISL_426567	USA	01/04/2020
EPI_ISL_426568	USA	02/04/2020
EPI_ISL_426569	USA	02/04/2020
EPI_ISL_426580	Brazil	13/03/2020
EPI_ISL_426584	Uruguay	19/03/2020
EPI_ISL_426617	USA	01/04/2020
EPI_ISL_426618	USA	01/04/2020
EPI_ISL_426619	USA	01/04/2020
EPI_ISL_426620	USA	01/04/2020
EPI_ISL_426621	USA	01/04/2020
EPI_ISL_426622	USA	01/04/2020
EPI_ISL_426623	USA	01/04/2020
EPI_ISL_426624	USA	01/04/2020
EPI_ISL_426625	USA	01/04/2020
EPI_ISL_426626	USA	01/04/2020
EPI_ISL_426627	USA	06/04/2020
EPI_ISL_426628	USA	06/04/2020
EPI_ISL_426629	Taiwan	07/02/2020
EPI_ISL_426630	Taiwan	17/03/2020
EPI_ISL_426631	Taiwan	17/03/2020
EPI_ISL_426632	Taiwan	17/03/2020
EPI_ISL_426633	Australia	19/03/2020
EPI_ISL_426634	Australia	20/03/2020
EPI_ISL_426635	Australia	23/03/2020
EPI_ISL_426636	Australia	25/03/2020
EPI_ISL_426637	Australia	17/03/2020
EPI_ISL_426638	Australia	17/03/2020
EPI_ISL_426639	Australia	17/03/2020
EPI_ISL_426640	Australia	18/03/2020
EPI_ISL_426641	Australia	18/03/2020
EPI_ISL_426642	Australia	18/03/2020
EPI_ISL_426643	Australia	19/03/2020
EPI_ISL_426644	Australia	20/03/2020
EPI_ISL_426645	Australia	20/03/2020
EPI_ISL_426646	Australia	20/03/2020
EPI_ISL_426647	Australia	20/03/2020
EPI_ISL_426648	Australia	20/03/2020
EPI_ISL_426649	Australia	20/03/2020
EPI_ISL_426650	Australia	20/03/2020
EPI_ISL_426651	Australia	20/03/2020
EPI_ISL_426652	Australia	20/03/2020
EPI_ISL_426653	Australia	20/03/2020
EPI_ISL_426654	Australia	20/03/2020
EPI_ISL_426655	Australia	20/03/2020
EPI_ISL_426656	Australia	20/03/2020
EPI_ISL_426657	Australia	20/03/2020
EPI_ISL_426658	Australia	20/03/2020
EPI_ISL_426659	Australia	20/03/2020
EPI_ISL_426660	Australia	20/03/2020
EPI_ISL_426661	Australia	21/03/2020
EPI_ISL_426662	Australia	21/03/2020
EPI_ISL_426663	Australia	21/03/2020
EPI_ISL_426664	Australia	21/03/2020
EPI_ISL_426665	Australia	21/03/2020
EPI_ISL_426666	Australia	21/03/2020
EPI_ISL_426667	Australia	22/03/2020
EPI_ISL_426668	Australia	22/03/2020
EPI_ISL_426669	Australia	22/03/2020
EPI_ISL_426670	Australia	22/03/2020
EPI_ISL_426671	Australia	22/03/2020
EPI_ISL_426672	Australia	22/03/2020
EPI_ISL_426673	Australia	22/03/2020
EPI_ISL_426674	Australia	22/03/2020
EPI_ISL_426675	Australia	22/03/2020
EPI_ISL_426676	Australia	22/03/2020
EPI_ISL_426677	Australia	22/03/2020
EPI_ISL_426678	Australia	22/03/2020
EPI_ISL_426679	Australia	22/03/2020
EPI_ISL_426680	Australia	22/03/2020
EPI_ISL_426681	Australia	22/03/2020
EPI_ISL_426682	Australia	22/03/2020
EPI_ISL_426683	Australia	22/03/2020
EPI_ISL_426684	Australia	22/03/2020
EPI_ISL_426685	Australia	22/03/2020
EPI_ISL_426686	Australia	22/03/2020
EPI_ISL_426687	Australia	23/03/2020
EPI_ISL_426688	Australia	23/03/2020
EPI_ISL_426689	Australia	23/03/2020
EPI_ISL_426690	Australia	23/03/2020
EPI_ISL_426691	Australia	23/03/2020
EPI_ISL_426692	Australia	23/03/2020
EPI_ISL_426693	Australia	23/03/2020
EPI_ISL_426694	Australia	23/03/2020
EPI_ISL_426695	Australia	23/03/2020
EPI_ISL_426696	Australia	23/03/2020
EPI_ISL_426697	Australia	24/03/2020
EPI_ISL_426698	Australia	24/03/2020
EPI_ISL_426699	Australia	24/03/2020
EPI_ISL_426700	Australia	24/03/2020
EPI_ISL_426701	Australia	24/03/2020
EPI_ISL_426702	Australia	24/03/2020
EPI_ISL_426703	Australia	24/03/2020
EPI_ISL_426705	Australia	24/03/2020
EPI_ISL_426706	Australia	22/03/2020
EPI_ISL_426707	Australia	24/03/2020
EPI_ISL_426708	Australia	25/03/2020
EPI_ISL_426709	Australia	25/03/2020
EPI_ISL_426710	Australia	26/03/2020
EPI_ISL_426711	Australia	26/03/2020
EPI_ISL_426712	Australia	26/03/2020
EPI_ISL_426713	Australia	26/03/2020
EPI_ISL_426714	Australia	26/03/2020
EPI_ISL_426715	Australia	25/03/2020
EPI_ISL_426716	Australia	23/03/2020
EPI_ISL_426717	Australia	25/03/2020
EPI_ISL_426718	Australia	25/03/2020
EPI_ISL_426719	Australia	25/03/2020
EPI_ISL_426721	Australia	25/03/2020
EPI_ISL_426722	Australia	25/03/2020
EPI_ISL_426723	Australia	25/03/2020
EPI_ISL_426724	Australia	25/03/2020
EPI_ISL_426725	Australia	25/03/2020
EPI_ISL_426726	Australia	25/03/2020
EPI_ISL_426727	Australia	25/03/2020
EPI_ISL_426728	Australia	25/03/2020
EPI_ISL_426729	Australia	26/03/2020
EPI_ISL_426730	Australia	26/03/2020
EPI_ISL_426731	Australia	25/03/2020
EPI_ISL_426732	Australia	25/03/2020
EPI_ISL_426733	Australia	25/03/2020
EPI_ISL_426734	Australia	26/03/2020
EPI_ISL_426735	Australia	26/03/2020
EPI_ISL_426736	Australia	26/03/2020
EPI_ISL_426737	Australia	26/03/2020
EPI_ISL_426738	Australia	27/03/2020
EPI_ISL_426739	Australia	27/03/2020
EPI_ISL_426740	Australia	27/03/2020
EPI_ISL_426741	Australia	27/03/2020
EPI_ISL_426743	Australia	27/03/2020
EPI_ISL_426744	Australia	24/03/2020
EPI_ISL_426745	Australia	24/03/2020
EPI_ISL_426746	Australia	25/03/2020
EPI_ISL_426747	Australia	25/03/2020
EPI_ISL_426748	Australia	25/03/2020
EPI_ISL_426749	Australia	25/03/2020
EPI_ISL_426750	Australia	25/03/2020
EPI_ISL_426751	Australia	25/03/2020
EPI_ISL_426752	Australia	26/03/2020
EPI_ISL_426753	Australia	26/03/2020
EPI_ISL_426754	Australia	27/03/2020
EPI_ISL_426756	Australia	26/03/2020
EPI_ISL_426757	Australia	26/03/2020
EPI_ISL_426758	Australia	27/03/2020
EPI_ISL_426759	Australia	27/03/2020
EPI_ISL_426760	Australia	27/03/2020
EPI_ISL_426761	Australia	27/03/2020
EPI_ISL_426762	Australia	26/03/2020
EPI_ISL_426763	Australia	26/03/2020
EPI_ISL_426764	Australia	26/03/2020
EPI_ISL_426765	Australia	23/03/2020
EPI_ISL_426766	Australia	22/03/2020
EPI_ISL_426767	Australia	23/03/2020
EPI_ISL_426768	Australia	23/03/2020
EPI_ISL_426769	Australia	23/03/2020
EPI_ISL_426770	Australia	23/03/2020
EPI_ISL_426771	Australia	23/03/2020
EPI_ISL_426772	Australia	24/03/2020
EPI_ISL_426773	Australia	22/03/2020
EPI_ISL_426774	Australia	23/03/2020
EPI_ISL_426775	Australia	23/03/2020
EPI_ISL_426777	Australia	23/03/2020
EPI_ISL_426778	Australia	23/03/2020
EPI_ISL_426779	Australia	22/03/2020
EPI_ISL_426780	Australia	23/03/2020
EPI_ISL_426781	Australia	23/03/2020
EPI_ISL_426782	Australia	23/03/2020
EPI_ISL_426783	Australia	23/03/2020
EPI_ISL_426784	Australia	23/03/2020
EPI_ISL_426785	Australia	23/03/2020
EPI_ISL_426786	Australia	23/03/2020
EPI_ISL_426787	Australia	23/03/2020
EPI_ISL_426788	Australia	23/03/2020
EPI_ISL_426789	Australia	23/03/2020
EPI_ISL_426790	Australia	23/03/2020
EPI_ISL_426791	Australia	24/03/2020
EPI_ISL_426792	Australia	24/03/2020
EPI_ISL_426793	Australia	24/03/2020
EPI_ISL_426794	Australia	24/03/2020
EPI_ISL_426795	Australia	24/03/2020
EPI_ISL_426796	Australia	23/03/2020
EPI_ISL_426797	Australia	24/03/2020
EPI_ISL_426798	Australia	23/03/2020
EPI_ISL_426799	Australia	24/03/2020
EPI_ISL_426800	Australia	25/03/2020
EPI_ISL_426801	Australia	25/03/2020
EPI_ISL_426802	Australia	24/03/2020
EPI_ISL_426803	Australia	24/03/2020
EPI_ISL_426804	Australia	23/03/2020
EPI_ISL_426805	Australia	24/03/2020
EPI_ISL_426806	Australia	24/03/2020
EPI_ISL_426807	Australia	23/03/2020
EPI_ISL_426808	Australia	24/03/2020
EPI_ISL_426809	Australia	24/03/2020
EPI_ISL_426810	Australia	25/03/2020
EPI_ISL_426811	Australia	25/03/2020
EPI_ISL_426812	Australia	23/03/2020
EPI_ISL_426813	Australia	25/03/2020
EPI_ISL_426814	Australia	25/03/2020
EPI_ISL_426815	Australia	25/03/2020
EPI_ISL_426816	Australia	25/03/2020
EPI_ISL_426817	Australia	25/03/2020
EPI_ISL_426818	Australia	25/03/2020
EPI_ISL_426819	Australia	25/03/2020
EPI_ISL_426820	Australia	24/03/2020
EPI_ISL_426821	Australia	25/03/2020
EPI_ISL_426822	Australia	25/03/2020
EPI_ISL_426823	Australia	24/03/2020
EPI_ISL_426824	Australia	24/03/2020
EPI_ISL_426825	Australia	25/03/2020
EPI_ISL_426826	Australia	25/03/2020
EPI_ISL_426827	Australia	25/03/2020
EPI_ISL_426828	Australia	25/03/2020
EPI_ISL_426829	Australia	25/03/2020
EPI_ISL_426830	Australia	25/03/2020
EPI_ISL_426831	Australia	25/03/2020
